id,filename,name,datum,utm_zone,date,size
9071307,PNOA_MDT05_ETRS89_HU29_0727_LID.asc,0727,ETRS89,29,2010,169.15
9071308,PNOA_MDT05_ETRS89_HU29_0728_LID.asc,0728,ETRS89,29,2010,170.56
9071309,PNOA_MDT05_ETRS89_HU29_0729_LID.asc,0729,ETRS89,29,2010,172.18
9071310,PNOA_MDT05_ETRS89_HU29_0730_LID.asc,0730,ETRS89,29,2010,173.56
9071311,PNOA_MDT05_ETRS89_HU29_0750_LID.asc,0750,ETRS89,29,2010,154.95000000000002
9071312,PNOA_MDT05_ETRS89_HU29_0751_LID.asc,0751,ETRS89,29,2010,171.23
9071313,PNOA_MDT05_ETRS89_HU29_0752_LID.asc,0752,ETRS89,29,2010,172.51
9071314,PNOA_MDT05_ETRS89_HU29_0753_LID.asc,0753,ETRS89,29,2010,173.98000000000002
9071315,PNOA_MDT05_ETRS89_HU29_0775_LID.asc,0775,ETRS89,29,2010,154.28
9071316,PNOA_MDT05_ETRS89_HU29_0776_LID.asc,0776,ETRS89,29,2010,171.73
9071317,PNOA_MDT05_ETRS89_HU29_0777_LID.asc,0777,ETRS89,29,2010,172.98000000000002
9071318,PNOA_MDT05_ETRS89_HU29_0778_LID.asc,0778,ETRS89,29,2010,174.32000000000002
9071319,PNOA_MDT05_ETRS89_HU29_0800_LID.asc,0800,ETRS89,29,2010,124.47
9071320,PNOA_MDT05_ETRS89_HU29_0801_LID.asc,0801,ETRS89,29,2010,170.39000000000001
9071321,PNOA_MDT05_ETRS89_HU29_0802_LID.asc,0802,ETRS89,29,2010,172.05
9071322,PNOA_MDT05_ETRS89_HU29_0803_LID.asc,0803,ETRS89,29,2010,173.32000000000002
9071323,PNOA_MDT05_ETRS89_HU29_0804_LID.asc,0804,ETRS89,29,2010,174.68
9071324,PNOA_MDT05_ETRS89_HU29_0826_LID.asc,0826,ETRS89,29,2010,135.17
9071325,PNOA_MDT05_ETRS89_HU29_0827_LID.asc,0827,ETRS89,29,2010,171.07
9071326,PNOA_MDT05_ETRS89_HU29_0828_LID.asc,0828,ETRS89,29,2010,172.4
9071327,PNOA_MDT05_ETRS89_HU29_0829_LID.asc,0829,ETRS89,29,2010,173.79
9071328,PNOA_MDT05_ETRS89_HU29_0830_LID.asc,0830,ETRS89,29,2010,175.09
9071329,PNOA_MDT05_ETRS89_HU29_0851_LID.asc,0851,ETRS89,29,2010,137.06
9071330,PNOA_MDT05_ETRS89_HU29_0852_LID.asc,0852,ETRS89,29,2010,171.42000000000002
9071331,PNOA_MDT05_ETRS89_HU29_0853_LID.asc,0853,ETRS89,29,2010,172.81
9071332,PNOA_MDT05_ETRS89_HU29_0854_LID.asc,0854,ETRS89,29,2010,174.2
9071333,PNOA_MDT05_ETRS89_HU29_0855_LID.asc,0855,ETRS89,29,2010,175.51
9071334,PNOA_MDT05_ETRS89_HU29_0873_LID.asc,0873,ETRS89,29,2010,115.03
9071335,PNOA_MDT05_ETRS89_HU29_0874_LID.asc,0874,ETRS89,29,"2014, 2010",171.1
9071336,PNOA_MDT05_ETRS89_HU29_0875_LID.asc,0875,ETRS89,29,"2014, 2010",173.07
9071337,PNOA_MDT05_ETRS89_HU29_0876_LID.asc,0876,ETRS89,29,2010,174.46
9071338,PNOA_MDT05_ETRS89_HU29_0877_LID.asc,0877,ETRS89,29,2010,175.86
9071340,PNOA_MDT05_ETRS89_HU29_0895B_LID.asc,0895B,ETRS89,29,"2010, 2014, 2015",109.78
9071339,PNOA_MDT05_ETRS89_HU29_0895_LID.asc,0895,ETRS89,29,"2014, 2010",154.86
9071341,PNOA_MDT05_ETRS89_HU29_0896_LID.asc,0896,ETRS89,29,"2014, 2010",173.55
9071342,PNOA_MDT05_ETRS89_HU29_0897_LID.asc,0897,ETRS89,29,"2014, 2010",174.96
9071343,PNOA_MDT05_ETRS89_HU29_0898_LID.asc,0898,ETRS89,29,"2014, 2010",175.33
9071344,PNOA_MDT05_ETRS89_HU29_0915_LID.asc,0915,ETRS89,29,2014,134.18
9071345,PNOA_MDT05_ETRS89_HU29_0916_LID.asc,0916,ETRS89,29,"2015, 2014",171.52
9071346,PNOA_MDT05_ETRS89_HU29_0917_LID.asc,0917,ETRS89,29,"2015, 2014, 2010",171.89000000000001
9071347,PNOA_MDT05_ETRS89_HU29_0918_LID.asc,0918,ETRS89,29,"2015, 2014, 2010",173.10999999999999
9071348,PNOA_MDT05_ETRS89_HU29_0919_LID.asc,0919,ETRS89,29,"2014, 2010",175.64
9071349,PNOA_MDT05_ETRS89_HU29_0936_LID.asc,0936,ETRS89,29,2014,162.69
9071350,PNOA_MDT05_ETRS89_HU29_0937_LID.asc,0937,ETRS89,29,"2015, 2014",170.15
9071351,PNOA_MDT05_ETRS89_HU29_0938_LID.asc,0938,ETRS89,29,"2015, 2014",170.4
9071352,PNOA_MDT05_ETRS89_HU29_0939_LID.asc,0939,ETRS89,29,"2015, 2014",173
9071353,PNOA_MDT05_ETRS89_HU29_0940_LID.asc,0940,ETRS89,29,2014,174.26
9071354,PNOA_MDT05_ETRS89_HU29_0958_LID.asc,0958,ETRS89,29,"2015, 2014",163.76
9071355,PNOA_MDT05_ETRS89_HU29_0959_LID.asc,0959,ETRS89,29,"2015, 2014",167.1
9071356,PNOA_MDT05_ETRS89_HU29_0960_LID.asc,0960,ETRS89,29,2015,170.35000000000002
9071357,PNOA_MDT05_ETRS89_HU29_0961_LID.asc,0961,ETRS89,29,"2015, 2014",172.72
9071358,PNOA_MDT05_ETRS89_HU29_0962_LID.asc,0962,ETRS89,29,2014,165.03
9071359,PNOA_MDT05_ETRS89_HU29_0980_LID.asc,0980,ETRS89,29,"2015, 2014",160.97
9071360,PNOA_MDT05_ETRS89_HU29_0981_LID.asc,0981,ETRS89,29,2015,156.94
9071361,PNOA_MDT05_ETRS89_HU29_0982_LID.asc,0982,ETRS89,29,"2015, 2014",159.95000000000002
9071362,PNOA_MDT05_ETRS89_HU29_0983_LID.asc,0983,ETRS89,29,"2015, 2014",163.03
