series,filename,id,date,size,page
02107,PNOA_MDT25_ETRS89_HU29_0876_LID.asc,9072861,"2010",7.00,5
02107,PNOA_MDT25_ETRS89_HU29_0877_LID.asc,9072862,"2010",7.06,5
02107,PNOA_MDT25_ETRS89_HU29_0895B_LID.asc,9072864,"2010,2014,,4.41,5
02107,PNOA_MDT25_ETRS89_HU29_0895_LID.asc,9072863,2015",6.22,5
02107,PNOA_MDT25_ETRS89_HU29_0896_LID.asc,9072865,"2014,2010",6.96,5
02107,PNOA_MDT25_ETRS89_HU29_0897_LID.asc,9072866,"2014,2010",7.02,5
02107,PNOA_MDT25_ETRS89_HU29_0898_LID.asc,9072867,"2014,2010",7.05,5
02107,PNOA_MDT25_ETRS89_HU29_0915_LID.asc,9072868,"2014,2010",5.38,5
02107,PNOA_MDT25_ETRS89_HU29_0916_LID.asc,9072869,"2014",6.93,5
02107,PNOA_MDT25_ETRS89_HU29_0917_LID.asc,9072870,"2015,2014",6.98,5
02107,PNOA_MDT25_ETRS89_HU29_0918_LID.asc,9072871,"2015,2014,2010",6.97,5
02107,PNOA_MDT25_ETRS89_HU29_0919_LID.asc,9072872,"2015,2014,2010",7.05,5
02107,PNOA_MDT25_ETRS89_HU29_0936_LID.asc,9072873,"2014,2010",6.54,5
02107,PNOA_MDT25_ETRS89_HU29_0937_LID.asc,9072874,"2014",6.94,5
02107,PNOA_MDT25_ETRS89_HU29_0938_LID.asc,9072875,"2015,2014",6.99,5
02107,PNOA_MDT25_ETRS89_HU29_0939_LID.asc,9072876,"2015,2014",7.02,5
02107,PNOA_MDT25_ETRS89_HU29_0940_LID.asc,9072877,"2015,2014",7.00,5
02107,PNOA_MDT25_ETRS89_HU29_0958_LID.asc,9072878,"2014",6.62,5
02107,PNOA_MDT25_ETRS89_HU29_0959_LID.asc,9072879,"2015,2014",6.84,5
02107,PNOA_MDT25_ETRS89_HU29_0960_LID.asc,9072880,"2015,2014",6.99,5
02107,PNOA_MDT25_ETRS89_HU29_0961_LID.asc,9072881,"2015",7.01,5
02107,PNOA_MDT25_ETRS89_HU29_0962_LID.asc,9072882,"2015,2014",6.62,5
02107,PNOA_MDT25_ETRS89_HU29_0980_LID.asc,9072883,"2014",6.55,5
02107,PNOA_MDT25_ETRS89_HU29_0981_LID.asc,9072884,"2015,2014",6.45,5
02107,PNOA_MDT25_ETRS89_HU29_0982_LID.asc,9072885,"2015",6.57,5
02107,PNOA_MDT25_ETRS89_HU29_0983_LID.asc,9072886,"2015,2014",6.59,5
02107,PNOA_MDT25_ETRS89_HU29_0984_LID.asc,9072887,"2015,2014",6.22,5
02107,PNOA_MDT25_ETRS89_HU29_0998_LID.asc,9072888,"2014",5.16,5
02107,PNOA_MDT25_ETRS89_HU29_0999_LID.asc,9072889,"2015,2014",5.10,5
02107,PNOA_MDT25_ETRS89_HU29_1000_LID.asc,9072890,"2015",6.23,5
02107,PNOA_MDT25_ETRS89_HU29_1001_LID.asc,9072891,"2015,2014",6.16,5
02107,PNOA_MDT25_ETRS89_HU29_1002_LID.asc,9072892,"2014",5.87,5
02107,PNOA_MDT25_ETRS89_HU29_1016_LID.asc,9072893,"2014",3.80,5
02107,PNOA_MDT25_ETRS89_HU29_1017_LID.asc,9072894,"2015",4.40,5
02107,PNOA_MDT25_ETRS89_HU29_1018_LID.asc,9072895,"2015,2014",5.46,5
02107,PNOA_MDT25_ETRS89_HU29_1019_LID.asc,9072896,"2014",5.42,5
02107,PNOA_MDT25_ETRS89_HU29_1032B_LID.asc,9072897,"2014",3.76,5
02107,PNOA_MDT25_ETRS89_HU29_1033_LID.asc,9072898,"2014",4.73,5
02107,PNOA_MDT25_ETRS89_HU29_1034_LID.asc,9072899,"2014",6.02,5
02107,PNOA_MDT25_ETRS89_HU29_1047_LID.asc,9072900,"2015,2014",4.56,5
02107,PNOA_MDT25_ETRS89_HU29_1048_LID.asc,9072901,"2015,2014",6.34,5
02107,PNOA_MDT25_ETRS89_HU29_1061_LID.asc,9072902,"2015,2014",3.73,5
